Chr	Start	End	Symbol	FBgn	Strand
2L	3173003	3173084	tRNA:Ser-AGA-2-4	FBgn0011984	-
2L	3173205	3173840	CG31698	FBgn0051698	-
2L	3173972	3174504	CG15404	FBgn0031512	+
2L	3175112	3200496	CG34393	FBgn0085422	-
2L	3210515	3211156	lncRNA:CR45336	FBgn0266875	+
2L	3260973	3261281	lncRNA:CR45337	FBgn0266876	-
2L	3261638	3262007	lncRNA:CR45338	FBgn0266877	-
2L	3264168	3265714	lncRNA:CR45706	FBgn0267270	-
2L	3268269	3268646	lncRNA:CR44484	FBgn0265677	+
2L	3269437	3271806	CG3347	FBgn0031513	+
2L	3275800	3280534	OtopLb	FBgn0031514	-
2L	3287822	3288591	lncRNA:CR44485	FBgn0265678	+
2L	3291245	3294706	CG9664	FBgn0031515	-
2L	3294926	3303130	CG9663	FBgn0031516	-
2L	3304100	3317418	CG3277	FBgn0031518	+
2L	3309222	3311682	CG15406	FBgn0031517	+
2L	3316794	3319872	Fign	FBgn0031519	-
2L	3320245	3323141	CG8837	FBgn0031520	+
2L	3324237	3326637	CG33281	FBgn0053281	+
2L	3327903	3329792	CG33282	FBgn0053282	+
2L	3330928	3332876	CG3285	FBgn0031522	+
2L	3332814	3334790	CG15408	FBgn0031523	+
2L	3334875	3354829	E23	FBgn0020445	-
2L	3357646	3358618	CG8838	FBgn0031526	+
2L	3358640	3373372	GramD1B	FBgn0085423	-
2L	3373567	3375711	CG15412	FBgn0031528	-
2L	3375832	3376737	CG9662	FBgn0031529	-
2L	3377002	3378590	Ptpa	FBgn0016698	+
2L	3386863	3387278	lncRNA:CR45301	FBgn0266839	-
2L	3387354	3387743	Sfp23F	FBgn0259949	-
2L	3387882	3388496	CG42460	FBgn0259950	-
2L	3389348	3389753	lncRNA:CR44791	FBgn0266026	+
2L	3397323	3398444	asRNA:TS15	FBgn0266027	-
2L	3398023	3398684	CG34175	FBgn0085204	+
2L	3404460	3426719	Pgant2	FBgn0031530	-
2L	3410560	3411199	CG8840	FBgn0031531	+
2L	3416693	3418068	CG31952	FBgn0051952	+
2L	3445992	3447589	CG2772	FBgn0031533	+
2L	3449683	3452106	Snx1	FBgn0031534	+
2L	3452466	3453755	CG12795	FBgn0031535	+
2L	3453697	3457064	Cog3	FBgn0031536	-
2L	3457302	3460367	Sec5	FBgn0266670	+
2L	3460322	3461952	CG3246	FBgn0031538	-
2L	3462218	3466112	msl-2	FBgn0005616	-
2L	3463290	3463400	mir-4971	FBgn0263526	-
2L	3466157	3467334	ND-PDSW	FBgn0021967	+
2L	3467342	3470004	Pif1	FBgn0031540	-
2L	3470182	3472364	CG31776	FBgn0051776	+
2L	3472603	3475338	Pgant4	FBgn0051956	+
2L	3475365	3476058	lncRNA:CR45372	FBgn0266912	+
2L	3476343	3477648	lncRNA:CR43928	FBgn0264549	+
2L	3478434	3479612	Thor	FBgn0261560	+
2L	3480755	3491071	CG15414	FBgn0031542	-
2L	3493986	3508119	tim	FBgn0014396	-
2L	3495334	3496000	lncRNA:CR46495	FBgn0287668	+
2L	3504032	3504182	snoRNA:Or-CD16	FBgn0286737	-
2L	3508598	3509036	lncRNA:CR45299	FBgn0266837	+
2L	3509058	3510102	CG31954	FBgn0051954	-
2L	3509099	3509440	asRNA:CR45300	FBgn0266838	+
2L	3510328	3514656	LeuRS	FBgn0284253	-
2L	3514872	3517264	CG17593	FBgn0031544	+
2L	3517273	3519651	CG3213	FBgn0031545	-
2L	3519677	3522555	CG8851	FBgn0031546	+
2L	3522521	3524056	Sr-CIV	FBgn0031547	-
2L	3525131	3527588	CG8852	FBgn0031548	+
2L	3527387	3530317	Spindly	FBgn0031549	-
2L	3530789	3532678	IFT57	FBgn0031550	+
2L	3537844	3538333	lncRNA:CR44308	FBgn0265367	+
2L	3539247	3548423	drm	FBgn0024244	+
2L	3562038	3563118	lncRNA:CR44309	FBgn0265368	+
2L	3563308	3563540	lncRNA:CR44747	FBgn0265960	-
2L	3575350	3575806	lncRNA:CR43822	FBgn0264370	+
2L	3576210	3576623	CG43815	FBgn0264363	+
2L	3578013	3580769	sob	FBgn0004892	-
2L	3587068	3587469	lncRNA:TS2	FBgn0284410	-
2L	3588485	3590301	lncRNA:CR43823	FBgn0264371	-
2L	3604224	3606756	odd	FBgn0002985	-
2L	3616296	3617619	lncRNA:CR44310	FBgn0265369	+
2L	3619097	3621573	Ugt36A1	FBgn0015663	+
2L	3621110	3621704	CG15418	FBgn0031554	-
2L	3622074	3656953	for	FBgn0000721	-
2L	3636967	3637073	mir-4972	FBgn0263523	-
2L	3662745	3692114	Drgx	FBgn0085369	+
2L	3667977	3668551	Sfp24Ba	FBgn0259951	-
2L	3668691	3669134	Sfp24Bd	FBgn0259953	-
2L	3669261	3669775	Sfp24Bb	FBgn0259952	-
2L	3670131	3670581	Sfp24Bc	FBgn0261054	-
2L	3692123	3692587	CG16704	FBgn0031558	-
2L	3692699	3693182	CG3513	FBgn0031559	-
2L	3693184	3693905	Acp24A4	FBgn0051779	-
2L	3694105	3694418	CR43364	FBgn0263096	-
2L	3694431	3695020	CG43165	FBgn0262721	-
2L	3695032	3695411	CG16713	FBgn0031560	-
2L	3696218	3696658	IM33	FBgn0031561	-
2L	3697242	3697872	CG3604	FBgn0031562	-
2L	3698451	3699092	CG10031	FBgn0031563	-
2L	3699464	3699826	CG42464	FBgn0259954	+
2L	3700195	3700658	CG42465	FBgn0259955	+
2L	3700674	3701092	Sfp24C1	FBgn0259956	+
2L	3701290	3701699	CG42467	FBgn0259957	+
2L	3701826	3702248	CG43145	FBgn0262621	+
2L	3702614	3702947	lncRNA:CR44311	FBgn0265370	+
2L	3703659	3704253	CG2816	FBgn0031564	+
2L	3704106	3705488	CG31778	FBgn0051778	-
2L	3706551	3707063	CG31777	FBgn0051777	-
2L	3707230	3711748	cutlet	FBgn0015376	-
2L	3711881	3713105	CG31955	FBgn0051955	-
2L	3713360	3716810	CG2818	FBgn0031566	+
2L	3716800	3717773	lectin-24A	FBgn0040104	-
2L	3718185	3729145	Shaw	FBgn0003386	+
2L	3730466	3754617	CG10019	FBgn0031568	+
2L	3757256	3769525	CG43707	FBgn0263846	+
2L	3765494	3765863	CG43703	FBgn0263842	+
2L	3767621	3767688	mir-1004	FBgn0262392	+
2L	3769926	3770454	lncRNA:CR43704	FBgn0263843	-
2L	3771700	3784121	bowl	FBgn0004893	+
2L	3784947	3785622	CG31960	FBgn0051960	+
2L	3785738	3786343	CR31958	FBgn0051958	+
2L	3787167	3802726	bark	FBgn0031571	+
2L	3803545	3810671	Reph	FBgn0021800	+
2L	3810801	3813410	CG3407	FBgn0031573	-
2L	3815438	3815948	lncRNA:CR44076	FBgn0264885	+
2L	3817724	3818534	lncRNA:CR44077	FBgn0264886	+
2L	3825675	3827099	slp1	FBgn0003430	+
2L	3836840	3839185	slp2	FBgn0004567	+
2L	3845130	3845716	lncRNA:CR44983	FBgn0266318	-
2L	3851951	3852604	lncRNA:CR45451	FBgn0267007	+
2L	3854288	3854994	lncRNA:CR45449	FBgn0267005	-
2L	3856478	3857172	lncRNA:CR45450	FBgn0267006	-
2L	3861405	3862097	lncRNA:CR44078	FBgn0264887	-
2L	3862668	3867507	TTLL4B	FBgn0031574	+
2L	3867697	3871425	Cep97	FBgn0031575	+
2L	3871271	3872458	CG31957	FBgn0051957	-
2L	3872646	3902860	capu	FBgn0000256	-
2L	3902928	3991713	fred	FBgn0051774	-
2L	3911796	3914288	CG31773	FBgn0051773	-
2L	4000018	4000806	CG43797	FBgn0264341	+
2L	4001084	4001620	lncRNA:CR45344	FBgn0266883	+
2L	4004080	4004480	CG34176	FBgn0085205	+
2L	4004984	4005670	CG15422	FBgn0031579	+
2L	4006041	4006606	CG15423	FBgn0031580	+
2L	4007690	4007984	CG43773	FBgn0264295	+
2L	4008653	4009090	CG43774	FBgn0264296	+
2L	4031377	4115749	ed	FBgn0000547	+
2L	4074279	4075952	asRNA:CR44984	FBgn0266319	-
2L	4085890	4086005	snoRNA:Me28S-C437	FBgn0086032	+
2L	4120343	4121627	Sr-CIII	FBgn0020376	+
2L	4121702	4124153	Sr-CI	FBgn0014033	+
2L	4149279	4151203	CG2955	FBgn0031585	+
2L	4164689	4166134	Or24a	FBgn0026394	-
2L	4185268	4186093	lncRNA:CR45791	FBgn0267441	-
2L	4185401	4186187	lncRNA:CR44057	FBgn0264866	+
2L	4186250	4187793	TBCC	FBgn0051961	-
2L	4188123	4189284	lectin-24Db	FBgn0040102	+
2L	4189340	4198071	Naprt	FBgn0031589	-
2L	4198404	4221796	ft	FBgn0001075	-
2L	4224650	4227097	CG3702	FBgn0031590	-
2L	4227699	4228561	RpL40	FBgn0003941	+
2L	4228921	4229458	lncRNA:CR44608	FBgn0265819	+
2L	4240014	4240820	lncRNA:CR45720	FBgn0267284	-
2L	4241070	4242397	lncRNA:CR44058	FBgn0264867	+
2L	4246209	4249676	lncRNA:CR44059	FBgn0264868	-
2L	4255720	4256085	lncRNA:CR45294	FBgn0266832	-
2L	4256132	4256519	lncRNA:CR45295	FBgn0266833	-
2L	4256798	4257295	lncRNA:CR45296	FBgn0266834	-
2L	4257572	4258425	CG15425	FBgn0265269	+
2L	4259946	4261101	lncRNA:CR44080	FBgn0264889	-
2L	4277696	4281324	Art2	FBgn0031592	-
2L	4283148	4323781	tutl	FBgn0010473	+
2L	4324554	4331830	bdl	FBgn0028482	+
2L	4333913	4345776	Atet	FBgn0020762	+
2L	4343696	4343756	mir-1005	FBgn0262375	+
2L	4347501	4347954	lncRNA:CR44697	FBgn0265908	+
2L	4348318	4348678	lncRNA:CR44698	FBgn0265909	+
2L	4349172	4349685	lncRNA:CR44699	FBgn0265910	+
2L	4350999	4351449	lncRNA:CR44700	FBgn0265911	+
2L	4352975	4354034	CG15429	FBgn0031596	+
2L	4361689	4371303	lncRNA:CR45363	FBgn0266903	-
2L	4361925	4380716	Traf4	FBgn0026319	+
2L	4380722	4382735	CG17612	FBgn0031597	-
2L	4382925	4386062	Vps53	FBgn0031598	-
2L	4386182	4387356	Psf2	FBgn0261976	-
2L	4388327	4392778	Tps1	FBgn0027560	+
2L	4392770	4393876	CG3652	FBgn0031600	-
2L	4394196	4400487	l(2)k05819	FBgn0022153	+
2L	4400953	4403142	CG33003	FBgn0053003	+
2L	4403251	4403955	Dim1	FBgn0031601	+
2L	4403992	4441282	CG15431	FBgn0031602	-
2L	4411155	4411824	CG43055	FBgn0262357	+
2L	4418977	4419048	tRNA:Trp-CCA-2-1	FBgn0051963	-
2L	4433908	4435057	CG34177	FBgn0085206	+
2L	4433908	4435057	CG34178	FBgn0085207	+
2L	4437787	4438201	CG43056	FBgn0262358	+
2L	4441429	4442060	Sfp24F	FBgn0259958	-
2L	4442320	4442985	CG15432	FBgn0031603	+
2L	4442870	4444680	morgue	FBgn0027609	-
2L	4444732	4446765	Elp3	FBgn0031604	+
2L	4446670	4448635	MFS18	FBgn0025684	-
2L	4449295	4453038	CG15439	FBgn0031606	-
2L	4453169	4454453	Secp43	FBgn0031607	-
2L	4454626	4455207	ND-B8	FBgn0040705	+
2L	4455137	4456807	Gs1l	FBgn0019982	-
2L	4457186	4458364	RpL27A	FBgn0285948	-
2L	4457603	4457674	snoRNA:Me18S-C1831	FBgn0065053	-
2L	4458595	4459638	mRpL27	FBgn0053002	-
2L	4459729	4461746	CG15435	FBgn0031608	+
2L	4461657	4463447	CG15443	FBgn0031609	-
2L	4463611	4465075	CG15436	FBgn0031610	+
2L	4465174	4468022	FIG4	FBgn0031611	+
2L	4468000	4477022	ine	FBgn0011603	-
2L	4477462	4614300	dpy	FBgn0053196	-
2L	4577719	4578218	HP6	FBgn0031613	-
2L	4582250	4582968	lncRNA:CR43716	FBgn0263869	-
2L	4619587	4620918	lncRNA:CR44609	FBgn0265820	+
2L	4633881	4634342	lncRNA:CR45452	FBgn0267008	-
2L	4641296	4642872	BG642163	FBgn0083938	+
2L	4642972	4646562	CG15635	FBgn0031617	+
2L	4647051	4647920	CG43798	FBgn0264342	+
2L	4651403	4652892	CG3355	FBgn0031619	+
2L	4655478	4656209	lncRNA:TS6	FBgn0284415	-
2L	4682677	4687232	CG11929	FBgn0031620	+
2L	4683052	4684461	Bsg25A	FBgn0000227	-
2L	4687511	4688956	Elba3	FBgn0031621	+
2L	4688965	4690702	CG3251	FBgn0031622	-
2L	4694721	4722465	CG34351	FBgn0085380	+
2L	4700835	4701485	Taf12L	FBgn0031623	-
2L	4732413	4734458	CG15631	FBgn0031626	-
2L	4734592	4794044	fipi	FBgn0031627	-
2L	4762895	4763951	CG42523	FBgn0260428	+
2L	4794549	4796581	CG3294	FBgn0031628	+
2L	4796600	4801923	slf	FBgn0287234	-
2L	4811711	4811945	lncRNA:CR45297	FBgn0266835	-
2L	4813009	4815891	CG15629	FBgn0031630	+
2L	4815613	4818245	CG3225	FBgn0031631	-
2L	4817816	4817881	mir-4910	FBgn0263577	-
2L	4821774	4828945	CG15628	FBgn0031632	+
2L	4829214	4830693	Fnta	FBgn0031633	-
2L	4829980	4830039	mir-4912	FBgn0263575	-
2L	4830846	4835300	Ir25a	FBgn0031634	-
2L	4835335	4837999	tank	FBgn0031635	-
2L	4838347	4841465	CG12194	FBgn0031636	+
2L	4841482	4847295	mxt	FBgn0031637	-
2L	4847766	4849499	CG11927	FBgn0031638	+
2L	4849439	4850419	mRpS2	FBgn0031639	-
2L	4850641	4852640	Mon1	FBgn0031640	+
2L	4852864	4876792	smog	FBgn0051660	+
2L	4876891	4883107	Cf2	FBgn0000286	-
2L	4883298	4885669	CG3008	FBgn0031643	+
2L	4889995	4891277	CG15625	FBgn0031644	+
2L	4891327	4891845	CR45716	FBgn0267280	-
2L	4892112	4903889	CG3036	FBgn0031645	+
2L	4903865	4906762	snsl	FBgn0031646	-
2L	4908581	4932384	hoe1	FBgn0041150	-
2L	4933047	4936450	hoe2	FBgn0031649	-
2L	4937409	4941423	Sgs1	FBgn0003372	+
2L	4942742	4944305	CG14044	FBgn0031650	+
2L	4944256	4945361	mRpL24	FBgn0031651	-
2L	4945579	4948324	betaggt-I	FBgn0015000	+
2L	4948206	4949784	jet	FBgn0031652	-
2L	4949941	4950767	Jon25Biii	FBgn0031653	-
2L	4952243	4953136	Jon25Bii	FBgn0031654	-
2L	4954279	4955144	Jon25Bi	FBgn0020906	-
2L	4955509	4958292	Marcal1	FBgn0031655	+
2L	4958411	4965430	CG34124	FBgn0083960	+
2L	4963976	4965425	asRNA:CR43824	FBgn0264372	-
2L	4965673	4966399	CG34125	FBgn0083961	+
2L	4966367	4967775	eIF3i	FBgn0015834	-
2L	4967832	4968935	Scox	FBgn0262467	-
2L	4969004	4970216	CG3756	FBgn0031657	+
2L	4970135	4973921	l(2)05714	FBgn0010607	-
2L	4971702	4973687	CG14043	FBgn0031659	+
2L	4973976	4975316	mRpL28	FBgn0031660	+
2L	4975300	4977023	Gmd	FBgn0031661	-
2L	4977312	4978567	CG3792	FBgn0031662	+
2L	4978484	4979379	CG8891	FBgn0031663	-
2L	4979513	4981592	CG8892	FBgn0031664	-
2L	4981614	4992702	CG34126	FBgn0083962	+
2L	4992808	5009720	Rtnl1	FBgn0053113	-
2L	5009931	5010834	CG31917	FBgn0031668	-
2L	5009931	5010834	Tfb5	FBgn0265968	-
2L	5010922	5012127	SelT	FBgn0031670	+
2L	5012144	5028191	vkg	FBgn0016075	-
2L	5029609	5037279	Col4a1	FBgn0000299	+
2L	5037709	5040818	SP555	FBgn0260470	+
2L	5037709	5040818	CG14042	FBgn0260451	+
2L	5040648	5044712	CG31650	FBgn0031673	-
2L	5043270	5048365	CG33995	FBgn0053995	+
2L	5043270	5048365	CG44000	FBgn0264742	+
2L	5043270	5048365	CG44001	FBgn0264743	+
2L	5047818	5051062	CG9121	FBgn0031675	-
2L	5051193	5053094	eIF3h	FBgn0022023	-
2L	5052843	5054575	senju	FBgn0031676	+
2L	5054579	5055016	CG14036	FBgn0031677	-
2L	5055058	5056149	His3.3A	FBgn0014857	+
2L	5055982	5058248	Nepl3	FBgn0031678	-
2L	5058404	5059790	Rpn11	FBgn0028694	-
2L	5060473	5060806	lncRNA:CR45291	FBgn0266829	-
2L	5060815	5070750	qtc	FBgn0028572	+
2L	5062636	5063442	asRNA:CR43820	FBgn0264368	-
2L	5068570	5068684	mir-2495	FBgn0262213	+
2L	5070887	5071109	asRNA:CR45305	FBgn0266843	-
2L	5070957	5072055	RpL37A	FBgn0261608	+
2L	5072170	5093592	Pgant5	FBgn0031681	-
2L	5093976	5095910	CG5828	FBgn0031682	+
2L	5096227	5099294	CG4230	FBgn0031683	+
2L	5099177	5100288	ND-13A	FBgn0031684	-
2L	5100877	5207002	Msp300	FBgn0261836	+
2L	5187778	5187922	snoRNA:Psi28S-2263	FBgn0082990	+
2L	5193471	5193516	snmRNA:765	FBgn0065083	+
2L	5196035	5196097	snmRNA:128	FBgn0065107	+
2L	5202383	5202522	snoRNA:Psi18S-525k	FBgn0083028	+
2L	5206205	5206361	snmRNA:158	FBgn0065104	+
2L	5207267	5209345	Cyp28d2	FBgn0031688	+
2L	5210460	5212445	Cyp28d1	FBgn0031689	+
2L	5212395	5215081	CG7742	FBgn0031690	-
2L	5215189	5216542	CG14034	FBgn0250847	-
2L	5216701	5219053	TpnC25D	FBgn0031692	+
2L	5219000	5271384	tkv	FBgn0003716	-
2L	5240766	5240837	tRNA:Asp-GTC-2-1	FBgn0051971	+
2L	5241106	5241177	tRNA:Asp-GTC-1-1	FBgn0051914	-
2L	5242699	5244239	CR14033	FBgn0046776	+
2L	5258942	5259992	lncRNA:CR44744	FBgn0265957	+
2L	5264001	5265899	Cyp4ac1	FBgn0031693	+
2L	5266392	5268455	Cyp4ac2	FBgn0031694	+
2L	5268498	5270329	Cyp4ac3	FBgn0031695	+
2L	5271728	5278548	Bsg25D	FBgn0000228	-
2L	5278865	5283283	Bub1	FBgn0031696	+
2L	5287447	5288667	lncRNA:CR44743	FBgn0265956	-
2L	5287848	5288361	lncRNA:CR44742	FBgn0265955	+
2L	5288944	5311223	vri	FBgn0016076	+
2L	5297486	5297928	lncRNA:CR45730	FBgn0267294	-
2L	5311311	5314895	CG14024	FBgn0031697	-
2L	5315290	5326683	Ncoa6	FBgn0031698	-
2L	5326504	5326832	lncRNA:CR44985	FBgn0266320	+
2L	5327227	5327969	cype	FBgn0015031	+
2L	5327975	5328879	CG14022	FBgn0031700	-
2L	5329857	5330464	TotM	FBgn0031701	+
2L	5330470	5338073	fusl	FBgn0031702	-
2L	5339132	5342234	CG12512	FBgn0031703	-
2L	5346200	5365760	nompC	FBgn0016920	+
2L	5379095	5381074	lncRNA:CR42850	FBgn0262097	-
2L	5387551	5388632	lncRNA:CR44745	FBgn0265958	+
2L	5404280	5416593	H15	FBgn0016660	+
2L	5431842	5432604	lncRNA:CR43713	FBgn0263866	+
2L	5432822	5433522	lncRNA:CR43714	FBgn0263867	+
2L	5433676	5434236	lncRNA:CR43715	FBgn0263868	-
2L	5435582	5439277	lncRNA:CR31647	FBgn0051647	-
2L	5437634	5437749	snoRNA:Me28S-A2486	FBgn0086033	-
2L	5461639	5467610	mid	FBgn0261963	+
2L	5486905	5487191	lncRNA:CR45287	FBgn0266825	+
2L	5517737	5518949	CG14020	FBgn0031707	+
2L	5518893	5519896	CG7382	FBgn0031708	-
2L	5520135	5521382	cl	FBgn0000318	+
2L	5521281	5523898	Vps52	FBgn0031710	-
2L	5524139	5525809	CG6907	FBgn0031711	+
2L	5525738	5526943	asRNA:CR44793	FBgn0266028	-
2L	5525905	5535958	Cap-D3	FBgn0051989	+
2L	5526957	5527854	CG31648	FBgn0051648	+
2L	5528123	5530682	CG31915	FBgn0051915	+
2L	5530620	5532223	Coq6	FBgn0031713	-
2L	5535861	5536758	tomb	FBgn0031715	-
2L	5536850	5539196	CG14015	FBgn0031716	-
2L	5539326	5542314	Hel25E	FBgn0014189	-
2L	5542480	5546642	Lam	FBgn0002525	+
2L	5547086	5549614	Oscillin	FBgn0031717	+
2L	5549709	5550835	CG14014	FBgn0031718	-
2L	5551838	5552756	CG18269	FBgn0031719	+
2L	5552843	5553850	CG14013	FBgn0031720	-
2L	5553897	5555137	CG14017	FBgn0031721	+
2L	5555072	5558994	GluRIIA	FBgn0004620	+
2L	5559342	5563502	GluRIIB	FBgn0020429	+
2L	5564811	5565755	lncRNA:CR44794	FBgn0266029	-
2L	5565619	5565766	snRNA:U4:25F	FBgn0041719	+
2L	5579580	5581116	CG14011	FBgn0031722	-
2L	5587115	5588414	CG7251	FBgn0031723	-
2L	5596833	5598636	CG18266	FBgn0031724	+
2L	5601723	5617946	DIP-eta	FBgn0031725	-
2L	5615230	5615661	lncRNA:CR44795	FBgn0266030	+
2L	5619794	5620280	lncRNA:CR44796	FBgn0266031	-
2L	5620615	5623762	Cyp6a16	FBgn0031726	-
2L	5626291	5658560	DIP-theta	FBgn0051646	-
2L	5631624	5632660	lncRNA:CR44822	FBgn0266069	-
2L	5640940	5641037	mir-959	FBgn0262256	+
2L	5641063	5641155	mir-960	FBgn0262321	+
2L	5641191	5641279	mir-961	FBgn0262239	+
2L	5641298	5641389	mir-962	FBgn0262200	+
2L	5641990	5642078	mir-963	FBgn0262333	+
2L	5642102	5642201	mir-964	FBgn0262243	+
2L	5661902	5662232	lncRNA:CR44821	FBgn0266068	-
2L	5662849	5670838	Hsp60C	FBgn0031728	+
2L	5678582	5679499	CG12511	FBgn0031729	+
2L	5690529	5691770	lncRNA:CR44819	FBgn0266066	+
2L	5690530	5691421	lncRNA:CR44820	FBgn0266067	-
2L	5706374	5713791	CG7236	FBgn0031730	+
2L	5715349	5716680	CG14007	FBgn0031731	-
2L	5715678	5716426	asRNA:CR44818	FBgn0266065	+
2L	5716701	5718067	CG34011	FBgn0054011	+
2L	5718121	5720899	CG11149	FBgn0031732	-
2L	5721051	5723944	sip1	FBgn0024191	+
2L	5724656	5762420	CG11030	FBgn0031736	+
2L	5726415	5728811	CG14006	FBgn0031733	-
2L	5733675	5741244	CG11147	FBgn0031734	-
2L	5746157	5747961	CG11029	FBgn0031735	+
2L	5762553	5766142	obst-E	FBgn0031737	-
2L	5767002	5800253	CG9171	FBgn0031738	-
2L	5769752	5771537	asRNA:CR31912	FBgn0051912	+
2L	5784031	5784893	CG31913	FBgn0051913	+
2L	5800517	5801975	CG14005	FBgn0031739	-
2L	5802220	5804030	CG7239	FBgn0031740	+
2L	5805395	5809063	CG11034	FBgn0031741	+
2L	5809702	5810216	lncRNA:CR44575	FBgn0265786	+
2L	5810352	5810835	lncRNA:CR44576	FBgn0265787	+
2L	5811574	5811925	CG43307	FBgn0262999	+
2L	5817890	5818443	CG31644	FBgn0051644	-
2L	5824004	5856767	TrissinR	FBgn0085410	+
2L	5859769	5879498	rau	FBgn0031745	-
2L	5883741	5884345	CG44574	FBgn0265785	+
2L	5884350	5884774	Sfp26Ac	FBgn0259959	-
2L	5884888	5885491	CG43185	FBgn0262814	+
2L	5886002	5886609	CG9029	FBgn0031746	+
2L	5887204	5887989	lncRNA:CR44577	FBgn0265788	-
2L	5888149	5888484	lncRNA:CR44578	FBgn0265789	+
2L	5892298	5892862	Acp26Ab	FBgn0002856	-
2L	5892883	5893896	Acp26Aa	FBgn0002855	-
2L	5899949	5900380	lncRNA:CR44579	FBgn0265790	-
2L	5903178	5904689	CG9021	FBgn0031747	-
2L	5904958	5906250	lncRNA:CR43808	FBgn0264352	-
2L	5907169	5922776	bchs	FBgn0043362	+
2L	5908927	5910289	CG14000	FBgn0031749	-
2L	5922876	5923653	CG9016	FBgn0031751	-
2L	5925205	5925961	asRNA:CR43926	FBgn0264547	-
2L	5925937	5939261	dsf	FBgn0015381	+
2L	5940033	5940250	lncRNA:CR45288	FBgn0266826	+
2L	5941995	5942584	lncRNA:CR45289	FBgn0266827	+
2L	5942623	5943304	Sfp26Ad	FBgn0261055	-
2L	5943643	5948968	Gpdh1	FBgn0001128	+
2L	5947647	5948397	lncRNA:CR44986	FBgn0266321	-
2L	5949450	5955235	CG9044	FBgn0031752	+
2L	5955312	5956466	CG13999	FBgn0031753	-
2L	5956489	5956819	CG13998	FBgn0040949	-
2L	5957004	5957639	Vm26Ab	FBgn0003980	+
2L	5958005	5958631	Vm26Ac	FBgn0086266	-
2L	5959596	5960340	Vm26Aa	FBgn0003979	-
2L	5963087	5964951	psd	FBgn0086265	-
2L	5965391	5967752	CG13992	FBgn0031756	-
2L	5968566	5969761	Ucp4C	FBgn0031757	+
2L	5969859	5971025	Ucp4B	FBgn0031758	+
2L	5969859	5971025	asRNA:CR43465	FBgn0263442	-
2L	5972115	5981018	chic	FBgn0000308	-
2L	5981764	5985909	eIF4A	FBgn0001942	+
2L	5986348	5988854	ifc	FBgn0001941	+
2L	5989400	5999501	lid	FBgn0031759	-
2L	6000228	6003738	Tsp26A	FBgn0031760	+
2L	6003574	6006827	Gal	FBgn0001089	-
2L	6004167	6006333	asRNA:CR43866	FBgn0264448	+
2L	6007364	6012338	CG9098	FBgn0031762	-
2L	6013059	6019402	H2.0	FBgn0001170	-
2L	6020835	6021718	CG13996	FBgn0031763	+
2L	6022951	6024539	CG9107	FBgn0031764	-
2L	6025870	6034423	CG9109	FBgn0031765	-
2L	6034731	6037015	mtm	FBgn0025742	-
2L	6036997	6037902	CG9117	FBgn0031766	-
2L	6038117	6041283	CG31643	FBgn0051643	+
2L	6041181	6046050	Pfas	FBgn0000052	-
2L	6045627	6045713	mir-966	FBgn0262317	-
2L	6046516	6048706	slmo	FBgn0029161	-
2L	6046651	6048706	CG34179	FBgn0085208	-
2L	6048002	6050474	IPIP	FBgn0031768	+
2L	6050800	6053877	CG9135	FBgn0031769	+
2L	6054302	6060169	CG13995	FBgn0031770	+
2L	6060510	6060938	CG34180	FBgn0085209	+
2L	6060842	6062757	ND-51	FBgn0031771	-
2L	6062989	6063671	CG13994	FBgn0031772	+
2L	6063562	6065953	Fbw5	FBgn0031773	-
2L	6065997	6067635	CG9147	FBgn0031774	+
2L	6067668	6068594	CG9150	FBgn0031775	-
2L	6069079	6069838	Pfdn1	FBgn0031776	+
2L	6069790	6070686	CG9154	FBgn0031777	-
2L	6070990	6073961	Kr-h2	FBgn0266449	+
2L	6074251	6074796	lncRNA:CR43801	FBgn0264345	-
2L	6078453	6079736	lncRNA:CR9162	FBgn0031778	+
2L	6079764	6080128	lncRNA:CR44773	FBgn0265999	+
2L	6082603	6096498	Kr-h1	FBgn0266450	+
2L	6091412	6096498	CG45075	FBgn0266445	+
2L	6096698	6098966	CG9175	FBgn0031779	-
2L	6100377	6124653	stai	FBgn0266521	+
2L	6118512	6120522	CG31642	FBgn0051642	+
2L	6125132	6125911	Arpc4	FBgn0284255	+
2L	6125879	6127775	WDR79	FBgn0031782	-
2L	6127872	6130651	B9d2	FBgn0261683	-
2L	6127872	6130651	tctn	FBgn0261697	-
2L	6131023	6132484	CG9222	FBgn0031784	+
2L	6133258	6133674	lncRNA:CR45719	FBgn0267283	-
2L	6138867	6139309	lncRNA:CR44824	FBgn0266071	-
2L	6139382	6145010	CG13991	FBgn0031785	+
2L	6151969	6153701	Muc26B	FBgn0040950	+
2L	6153840	6155141	CG31639	FBgn0051639	-
2L	6160400	6161309	CG13989	FBgn0031786	+
2L	6179133	6211114	smal	FBgn0085409	+
2L	6225048	6226842	Ugt37B1	FBgn0026755	+
2L	6231807	6232160	lncRNA:CR44823	FBgn0266070	+
2L	6253123	6323466	Ddr	FBgn0053531	+
2L	6255859	6256822	AANATL2	FBgn0031791	+
2L	6263557	6264490	CG13983	FBgn0031792	-
2L	6271073	6271503	lncRNA:CR46410	FBgn0286891	-
2L	6308377	6308751	CG43922	FBgn0264543	-
2L	6308819	6309475	CG13984	FBgn0260452	+
